Customer ID,recency,frequency,monetary,spend_last_30d,spend_prior_30d,spend_velocity,purchase_interval_std,unique_products,unique_categories,weekend_ratio,avg_unit_price,whale_score,return_rate,avg_hour,is_churned
12415.0,13,9,8927.48,1406.72,278.88,5.04417670682731,12.771925380383253,52,19,0.0,2.763157894736842,5.068878152131171,0.1,11.24561403508772,0
12417.0,6,5,68.71000000000001,34.18,0.0,34.18,24.915858403835898,6,6,0.16666666666666666,1.9416666666666667,0.9007287076089204,0.0,13.333333333333334,0
12418.0,12,1,46.0,46.0,0.0,46.0,0.0,3,2,0.0,6.25,0.31673976531302694,0.0,11.0,1
12421.0,14,3,121.91,5.04,0.0,5.04,68.52432658066282,5,5,0.6,7.042,0.9383415547398425,0.0,12.8,1
12422.0,68,2,100.5,0.0,0.0,0.0,78.0,5,4,0.0,2.13,0.6413980247588796,0.0,9.8,0
12423.0,0,6,163.32,4.68,0.0,4.68,30.279714515019972,10,8,0.0,2.87,0.6295202835596411,0.0,10.0,0
12426.0,94,1,23.4,0.0,0.0,0.0,0.0,1,1,1.0,1.95,0.7126644719543107,0.0,12.0,1
12427.0,271,1,37.5,0.0,0.0,0.0,0.0,2,2,0.0,2.3,0.534498353965733,0.0,10.0,0
12428.0,20,4,430.24,41.6,0.0,41.6,28.318257082852508,21,14,0.0,3.227142857142857,0.7324607072863749,0.3333333333333333,9.285714285714286,0
12429.0,72,3,424.1,0.0,0.0,0.0,52.484464821688405,7,5,0.0,9.55,0.5048040009676368,0.0,11.625,0
12431.0,19,8,622.92,35.400000000000006,170.2,0.20799059929494718,20.50003565822031,18,14,0.15,3.522,0.9145860723413655,0.1111111111111111,11.0,0
12432.0,70,3,1000.0099999999999,0.0,0.0,0.0,0.3333333333333333,9,8,0.0,72.743,0.7601754367512648,0.0,13.0,0
12433.0,266,2,391.03999999999996,0.0,0.0,0.0,1.8073922282301278,15,9,0.0,2.476875,0.9873372371867013,0.0,14.125,0
12434.0,160,1,12.75,0.0,0.0,0.0,0.0,1,1,0.0,4.25,0.17816611798857768,0.5,13.0,0
12437.0,77,5,220.32,0.0,0.0,0.0,22.67156809750927,9,7,0.0,2.7600000000000002,1.3837568497112867,0.16666666666666666,12.0,0
12438.0,40,1,107.35,0.0,107.35,0.0,0.0,7,6,0.0,2.735714285714286,0.551466555678931,0.0,13.0,0
12441.0,266,1,10.5,0.0,0.0,0.0,0.0,1,1,0.0,0.42,1.484717649904814,0.0,10.0,1
12444.0,21,2,244.56,50.849999999999994,0.0,50.849999999999994,15.49516053482506,11,11,0.0,5.343636363636364,0.38872607561144223,0.0,13.454545454545455,0
12447.0,143,1,24.85,0.0,0.0,0.0,0.0,2,2,1.0,3.1,0.32663788297905905,0.0,13.0,1
12449.0,29,2,178.47,38.0,0.0,38.0,18.02498266295976,11,8,0.7272727272727273,2.6681818181818184,0.6262808995962124,0.0,13.363636363636363,0
12450.0,73,1,24.96,0.0,0.0,0.0,0.0,1,1,1.0,2.08,0.7126644719543107,0.0,14.0,1
12451.0,117,2,477.16999999999996,0.0,0.0,0.0,25.708776253851298,18,12,0.0,3.1133333333333333,1.280156551473484,0.0,12.555555555555555,0
12453.0,34,1,49.8,0.0,49.8,0.0,0.0,3,2,0.0,1.3833333333333335,0.7126644719543107,0.0,14.0,1
12455.0,56,3,158.5,0.0,48.4,0.0,46.416591861100706,6,6,0.0,6.946666666666666,0.9799136489371773,0.0,10.666666666666666,0
12456.0,31,2,110.58,0.0,10.2,0.0,55.00727224649483,6,4,0.16666666666666666,2.7283333333333335,0.6928682366222465,0.0,10.0,0
12457.0,138,1,50.849999999999994,0.0,0.0,0.0,0.0,1,1,0.0,16.95,0.17816611798857768,0.0,18.0,0
12458.0,184,1,10.2,0.0,0.0,0.0,0.0,1,1,0.0,0.85,0.7126644719543107,0.0,10.0,0
12461.0,54,1,137.91000000000003,0.0,137.91000000000003,0.0,0.0,5,4,0.0,5.078,0.534498353965733,0.0,10.0,1
12462.0,203,1,97.1,0.0,0.0,0.0,0.0,7,7,0.0,4.678571428571429,0.3223958325507596,0.0,14.0,1
12463.0,75,2,29.77,0.0,0.0,0.0,21.920310216782973,3,3,0.0,1.04,0.6532757659581181,0.3333333333333333,12.666666666666666,0
12464.0,6,1,45.0,45.0,0.0,45.0,0.0,1,1,0.0,15.0,0.17816611798857768,0.0,13.0,0
12465.0,69,1,50.34,0.0,0.0,0.0,0.0,3,3,0.0,5.989999999999999,0.39592470664128376,0.0,13.0,0
12468.0,87,1,25.9,0.0,0.0,0.0,0.0,2,2,1.0,1.15,0.6532757659581181,0.5,11.0,1
12471.0,7,11,901.28,263.94,187.56,1.4072296865003198,21.62976099836891,27,13,0.0,3.5062068965517237,0.8867348171155648,0.15384615384615385,10.448275862068966,0
12472.0,38,4,446.94,0.0,111.6,0.0,29.84428888325819,21,14,0.5238095238095238,2.6661904761904758,0.7833653124259685,0.42857142857142855,12.952380952380953,0
12473.0,14,2,117.89999999999999,71.1,0.0,71.1,31.43511836571745,7,4,0.0,1.8928571428571428,0.6278234633883213,0.3333333333333333,11.142857142857142,0
12474.0,37,8,409.59,0.0,49.8,0.0,15.356380467174924,20,13,0.0,1.8466666666666667,0.6985243038599792,0.1111111111111111,13.333333333333334,0
12476.0,134,3,144.39,0.0,0.0,0.0,25.600130208002195,7,7,0.0,7.202857142857143,0.3902686394035511,0.0,10.285714285714286,0
12477.0,0,3,961.4,483.4,0.0,483.4,32.39076882017321,20,14,0.0,4.754545454545454,0.5830891134171633,0.0,11.0,0
12480.0,43,3,257.7,0.0,39.800000000000004,0.0,35.39814361557074,16,11,0.0,1.98125,0.5419219422152571,0.0,14.0625,0
12481.0,79,8,412.08,0.0,0.0,0.0,21.41404687369419,20,13,0.0,2.9325,0.8076864015482188,0.0,10.8,0
12483.0,83,3,38.019999999999996,0.0,0.0,0.0,68.58935777509511,3,3,0.0,1.7633333333333334,1.4649214145727498,0.0,11.666666666666666,0
12484.0,3,3,302.95,172.4,0.0,172.4,33.787480612703966,27,21,0.48148148148148145,2.3303703703703706,0.4399163407125375,0.25,13.185185185185185,0
12489.0,236,1,60.3,0.0,0.0,0.0,0.0,2,2,0.0,3.75,0.534498353965733,0.0,13.0,1
12490.0,0,5,153.2,6.8,39.9,0.17042606516290726,41.01973973124461,8,6,0.25,3.6975000000000002,0.5938870599619256,0.0,11.125,0
12492.0,5,1,5.04,5.04,0.0,5.04,0.0,1,1,0.0,0.42,0.7126644719543107,0.0,14.0,0
12493.0,65,2,81.5,0.0,0.0,0.0,17.897858344878397,4,4,0.0,1.94,0.6235814129600219,0.0,11.0,1
12494.0,61,3,132.58,0.0,0.0,0.0,40.02207724077633,7,6,0.0,2.454285714285714,0.4920778496827384,0.25,12.0,0
12500.0,68,2,25.5,0.0,0.0,0.0,0.0,2,2,0.0,12.75,0.05938870599619256,0.0,9.5,0
12501.0,236,1,234.41,0.0,0.0,0.0,0.0,15,11,0.0,3.8873333333333333,0.49094663623519186,0.5,12.0,1
12502.0,27,4,352.25,105.6,0.0,105.6,26.855344418002232,15,10,0.0,5.04375,0.4120091478485859,0.0,10.0,0
12506.0,132,1,8.45,0.0,0.0,0.0,0.0,3,3,0.0,2.8166666666666664,0.05938870599619256,0.0,8.0,1
12507.0,198,1,90.0,0.0,0.0,0.0,0.0,1,1,0.0,3.75,1.4253289439086214,0.0,9.0,1
12510.0,225,1,45.2,0.0,0.0,0.0,0.0,3,3,0.0,1.8166666666666667,0.5542945892977973,0.0,14.0,1
12513.0,12,1,42.5,42.5,0.0,42.5,0.0,3,3,0.0,1.4166666666666667,0.752256942618439,0.0,10.0,1
12514.0,167,1,59.699999999999996,0.0,0.0,0.0,0.0,4,2,0.0,1.7249999999999999,0.5048040009676368,0.0,16.0,1
12515.0,253,1,107.05,0.0,0.0,0.0,0.0,6,4,0.0,5.2,0.6631738836241502,0.0,15.0,1
12516.0,80,1,32.0,0.0,0.0,0.0,0.0,2,2,1.0,1.05,0.9502192959390809,0.0,11.0,0
12517.0,26,2,169.54,97.16000000000001,0.0,97.16000000000001,14.087228258248675,21,17,0.0,2.480952380952381,0.24038285760363653,0.0,15.0,0
12518.0,10,1,48.9,48.9,0.0,48.9,0.0,3,3,1.0,1.7833333333333332,0.5938870599619256,0.0,13.0,0
12520.0,104,2,205.55999999999997,0.0,0.0,0.0,24.041630560342615,9,8,0.0,3.1566666666666667,0.5938870599619256,0.3333333333333333,10.11111111111111,0
12521.0,42,1,27.54,0.0,27.54,0.0,0.0,2,2,0.0,2.085,0.534498353965733,0.0,10.0,1
12523.0,7,7,138.3,45.0,35.7,1.2605042016806722,38.76278590902067,9,8,0.2222222222222222,5.766666666666667,0.2837460397595867,0.0,11.444444444444445,0
12524.0,62,6,201.15,0.0,0.0,0.0,22.659312532476452,10,10,0.1,4.0969999999999995,0.7007867307550723,0.0,11.6,0
12527.0,194,2,30.900000000000006,0.0,0.0,0.0,0.0,2,2,0.0,1.75,0.8908305899428883,0.0,10.5,1
12528.0,49,3,158.98,0.0,34.879999999999995,0.0,50.983984413408365,7,6,0.0,7.741428571428571,0.26300712655456704,0.25,10.142857142857142,0
12530.0,23,3,68.3,20.8,0.0,20.8,61.329710037903595,4,3,0.0,2.0324999999999998,0.534498353965733,0.0,9.75,0
12534.0,30,1,161.76999999999998,0.0,161.76999999999998,0.0,0.0,4,4,0.0,8.8475,0.31179070648001095,0.0,10.0,1
12535.0,86,1,82.1,0.0,0.0,0.0,0.0,6,5,0.0,2.4,0.4553134126374763,0.0,12.0,0
12539.0,162,3,433.3,0.0,0.0,0.0,11.411204130596602,23,15,0.0,3.11,0.5178695162867991,0.0,10.84,0
12540.0,7,10,849.56,30.299999999999997,219.72,0.1379027853631895,14.082548839545408,32,24,0.0,3.2444117647058826,1.0288219950516888,0.0,13.029411764705882,0
12541.0,73,1,43.8,0.0,0.0,0.0,0.0,2,2,1.0,1.5499999999999998,0.8314418839466958,0.0,15.0,0
12545.0,159,1,52.5,0.0,0.0,0.0,0.0,3,3,0.0,1.95,0.5938870599619256,0.0,12.0,0
12547.0,180,1,20.4,0.0,0.0,0.0,0.0,1,1,0.0,0.85,1.4253289439086214,0.0,12.0,1
12551.0,257,1,12.5,0.0,0.0,0.0,0.0,1,1,0.0,1.25,0.5938870599619256,0.0,11.0,1
12553.0,10,6,378.74,55.2,0.0,55.2,28.149912653817992,14,13,0.2,3.494666666666667,0.7680939308840904,0.0,11.066666666666666,0
12556.0,51,1,25.15,0.0,25.15,0.0,0.0,6,6,0.0,2.6666666666666665,0.1484717649904814,0.0,13.0,0
12559.0,219,1,10.5,0.0,0.0,0.0,0.0,1,1,0.0,0.42,1.484717649904814,0.0,10.0,1
12560.0,43,1,107.6,0.0,107.6,0.0,0.0,7,5,0.0,1.5214285714285716,0.6108552616751235,0.0,15.0,0
12561.0,202,1,40.5,0.0,0.0,0.0,0.0,3,3,0.0,1.9666666666666668,0.47510964796954047,0.0,11.0,1
12562.0,26,2,86.65,71.8,0.0,71.8,50.204581464244875,3,3,0.0,5.176666666666667,0.3761284713092195,0.0,9.333333333333334,0
12564.0,161,1,19.8,0.0,0.0,0.0,0.0,1,1,0.0,4.95,0.23755482398477024,0.0,14.0,1
12565.0,188,1,37.5,0.0,0.0,0.0,0.0,2,2,0.0,2.3,0.534498353965733,0.0,10.0,1
12567.0,8,7,681.97,52.14,0.0,52.14,23.611777628563857,33,18,0.17142857142857143,2.8408571428571427,0.5938870599619256,0.125,10.571428571428571,0
12569.0,22,4,100.5,15.0,19.799999999999997,0.7575757575757577,32.24257020358851,5,4,0.0,2.68,0.47510964796954047,0.2,11.2,0
12571.0,21,1,30.0,30.0,0.0,30.0,0.0,1,1,0.0,1.25,1.4253289439086214,0.0,12.0,0
12573.0,127,1,5.45,0.0,0.0,0.0,0.0,3,3,0.0,1.4000000000000001,0.07918494132825674,0.0,15.0,1
12574.0,215,1,34.9,0.0,0.0,0.0,0.0,2,2,0.0,5.6,0.4157209419733479,0.0,9.0,1
12576.0,118,2,61.35,0.0,0.0,0.0,49.652123150307816,4,4,0.0,3.0250000000000004,0.3711794124762035,0.0,12.0,0
12577.0,259,1,22.5,0.0,0.0,0.0,0.0,7,7,0.0,1.4214285714285713,0.1866502188451766,0.0,16.0,0
12578.0,230,1,161.10000000000002,0.0,0.0,0.0,0.0,8,6,0.0,2.35625,0.534498353965733,0.5,15.0,0
12580.0,146,1,39.599999999999994,0.0,0.0,0.0,0.0,2,2,0.0,3.3,0.47510964796954047,0.0,10.0,1
12582.0,188,1,10.0,0.0,0.0,0.0,0.0,1,1,0.0,1.25,0.47510964796954047,0.0,11.0,1
12583.0,54,6,417.21999999999997,0.0,17.0,0.0,32.01401936491942,14,10,0.21428571428571427,3.415714285714286,2.401000542417499,0.14285714285714285,10.428571428571429,0
12584.0,180,1,109.2,0.0,0.0,0.0,0.0,6,5,0.0,7.783333333333334,0.15836988265651347,0.0,15.0,0
12585.0,134,2,209.51,0.0,0.0,0.0,36.99864862397004,10,8,0.0,4.46,0.8044470175847901,0.0,12.181818181818182,1
12589.0,44,1,17.4,0.0,17.4,0.0,0.0,1,1,0.0,1.45,0.7126644719543107,0.0,12.0,0
12590.0,111,2,1096.1,0.0,0.0,0.0,0.0,5,5,0.0,106.97999999999999,2.1736266394606476,0.0,14.0,1
12591.0,217,1,67.19999999999999,0.0,0.0,0.0,0.0,3,3,0.0,1.3833333333333335,0.9502192959390809,0.0,14.0,1
12593.0,118,1,39.5,0.0,0.0,0.0,0.0,1,1,0.0,3.95,0.5938870599619256,0.0,9.0,1
12594.0,21,6,297.9,111.3,0.0,111.3,24.662161750791885,10,8,0.0,1.88,0.8638357235809826,0.0,12.636363636363637,0
12596.0,142,1,35.7,0.0,0.0,0.0,0.0,2,1,0.0,2.55,0.534498353965733,0.0,13.0,0
12597.0,83,2,220.66,0.0,0.0,0.0,26.87936011143122,11,8,0.0,8.93,0.21595893089524565,0.0,15.636363636363637,0
12598.0,61,3,209.5,0.0,0.0,0.0,26.91705366078869,10,8,0.0,1.625,0.9858525195367965,0.0,10.4,0
12599.0,26,4,126.6,78.0,18.0,4.333333333333333,41.668333300001336,4,4,0.2,7.790000000000001,1.021485743134512,0.0,13.0,0
12600.0,257,1,89.4,0.0,0.0,0.0,0.0,2,2,0.0,11.975,0.3860265889752516,0.0,9.0,0
12601.0,89,3,116.87,0.0,0.0,0.0,56.007142401661596,6,6,0.0,6.256666666666667,0.43551717730541206,0.0,12.5,1
12604.0,161,1,13.200000000000001,0.0,0.0,0.0,0.0,1,1,0.0,0.55,1.4253289439086214,0.0,12.0,1
12609.0,86,2,75.25999999999999,0.0,0.0,0.0,76.2102355330306,4,4,0.0,7.6225000000000005,0.47510964796954047,0.0,15.0,1
12610.0,6,2,229.7,229.7,0.0,229.7,5.484827557301445,13,13,0.0,6.393846153846154,0.4979514579680761,0.0,12.76923076923077,0
12613.0,97,2,72.1,0.0,0.0,0.0,32.0,5,5,0.0,2.082,0.7364199543527877,0.0,13.8,0
12614.0,177,1,17.0,0.0,0.0,0.0,0.0,1,1,0.0,4.25,0.23755482398477024,0.0,10.0,1
12615.0,68,1,61.4,0.0,0.0,0.0,0.0,2,2,0.0,1.865,0.9502192959390809,0.0,13.0,0
12616.0,197,1,35.400000000000006,0.0,0.0,0.0,0.0,2,1,0.0,2.95,0.35633223597715535,0.0,14.0,0
12619.0,48,3,550.78,0.0,479.68,0.0,52.443620520834884,4,4,0.0,107.845,0.17816611798857768,0.0,13.25,0
12620.0,104,1,54.55,0.0,0.0,0.0,0.0,3,3,0.0,5.516666666666666,0.3365360006450912,0.0,12.0,0
12621.0,0,13,951.05,85.68,73.8,1.1609756097560977,13.880098805741364,35,19,0.0,4.24027027027027,0.6805624687131255,0.0,12.054054054054054,0
12622.0,132,1,20.8,0.0,0.0,0.0,0.0,1,1,0.0,2.08,0.5938870599619256,0.0,16.0,1
12624.0,6,2,33.599999999999994,23.4,0.0,23.4,0.0,2,2,0.0,1.4,0.7126644719543107,0.0,13.5,1
12625.0,111,2,192.12,0.0,0.0,0.0,35.666666666666664,9,8,0.0,1.061,1.253101696519663,0.0,11.8,1
12626.0,12,5,439.04,205.64000000000001,150.3,1.3681969394544244,39.56175366362285,18,14,0.0,2.9905555555555554,0.8776330997215123,0.16666666666666666,13.88888888888889,0
12627.0,9,3,203.95,125.65,78.3,1.6047254150702428,6.215815605080611,13,12,0.0,2.1538461538461537,0.5893186979622185,0.0,12.538461538461538,0
12633.0,29,3,278.46,39.06,0.0,39.06,33.618943072817345,10,9,0.0,3.962727272727273,0.572291166872401,0.0,8.727272727272727,0
12635.0,54,1,34.86,0.0,34.86,0.0,0.0,2,2,0.0,2.49,0.534498353965733,0.0,8.0,0
12637.0,57,4,345.23,0.0,53.2,0.0,24.735601872604597,15,10,0.0,4.240588235294118,0.5030572743206899,0.0,12.352941176470589,0
12639.0,138,1,46.5,0.0,0.0,0.0,0.0,3,3,0.0,2.216666666666667,0.5147021186336688,0.0,12.0,1
12641.0,15,1,10.5,10.5,0.0,10.5,0.0,1,1,0.0,2.1,0.2969435299809628,0.0,13.0,1
12642.0,7,1,45.6,45.6,0.0,45.6,0.0,3,3,0.0,0.85,0.9502192959390809,0.0,9.0,0
12643.0,28,1,428.4,428.4,0.0,428.4,0.0,1,1,0.0,2.55,9.97730260736035,0.0,12.0,1
12644.0,29,1,58.65,58.65,0.0,58.65,0.0,4,4,0.0,1.955,0.9353721194400328,0.0,10.0,1
12645.0,9,3,123.00000000000001,28.200000000000003,0.0,28.200000000000003,59.74110812497538,5,5,0.0,4.68,1.021485743134512,0.0,12.2,0
12647.0,26,7,344.68,19.799999999999997,16.5,1.1999999999999997,33.24195809181189,9,9,0.2,3.964,1.0749355785310855,0.125,12.0,0
12648.0,54,1,10.0,0.0,10.0,0.0,0.0,1,1,0.0,1.25,0.47510964796954047,0.0,11.0,1
12649.0,7,2,141.60000000000002,70.80000000000001,0.0,70.80000000000001,74.24621202458749,2,2,0.0,2.9500000000000006,0.9502192959390809,0.0,14.0,1
12651.0,234,1,22.650000000000002,0.0,0.0,0.0,0.0,2,2,1.0,2.8000000000000003,0.44541529497144416,0.0,12.0,1
12652.0,231,1,58.53,0.0,0.0,0.0,0.0,4,3,0.0,4.0675,0.5196511774666849,0.0,15.0,1
12653.0,48,2,108.41999999999999,0.0,49.92,0.0,84.870489570875,4,3,0.0,1.495,1.158079766925755,0.0,10.0,1
12654.0,97,1,19.799999999999997,0.0,0.0,0.0,0.0,1,1,0.0,1.65,0.7126644719543107,0.0,10.0,1
12656.0,16,3,391.4,268.5,0.0,268.5,31.071059111103928,9,6,0.0,4.022222222222222,1.2141691003666033,0.0,10.88888888888889,0
12662.0,7,7,422.1,23.4,90.52,0.25850640742377373,20.18281483076019,23,12,0.28,3.6724,0.4180964902131956,0.0,13.36,0
12664.0,43,2,189.20000000000002,0.0,6.6000000000000005,0.0,0.0,2,2,0.0,2.35,1.6628837678933917,0.0,13.0,0
12668.0,159,3,363.01,0.0,0.0,0.0,16.49646426763424,17,13,0.17647058823529413,3.8717647058823523,0.6253281396069686,0.0,13.235294117647058,0
12669.0,50,2,274.13,0.0,44.650000000000006,0.0,31.65869118066518,12,9,0.0,4.06,0.6780210601231983,0.0,9.75,1
12670.0,99,2,117.6,0.0,0.0,0.0,16.0,5,3,0.0,2.27,0.6176425423604026,0.0,9.8,0
12673.0,226,1,78.6,0.0,0.0,0.0,0.0,5,4,0.0,3.0100000000000002,0.5701315775634486,0.0,11.0,0
12674.0,70,2,53.1,0.0,0.0,0.0,26.16295090390226,3,3,0.0,2.5166666666666666,0.6730720012901824,0.0,9.0,0
12676.0,23,2,75.4,35.400000000000006,0.0,35.400000000000006,0.0,2,2,0.0,21.475,0.3860265889752516,0.0,12.5,0
12678.0,49,4,657.6,0.0,104.39999999999999,0.0,27.464522570035694,6,5,0.3333333333333333,1.9000000000000001,3.5237298891074254,0.0,11.666666666666666,0
12679.0,105,2,83.12,0.0,0.0,0.0,0.0,2,1,0.0,0.9550000000000001,2.3755482398477024,0.3333333333333333,12.0,1
12680.0,13,1,5.04,5.04,0.0,5.04,0.0,1,1,0.0,0.42,0.7126644719543107,0.0,15.0,0
12681.0,51,15,881.1,0.0,165.70000000000002,0.0,9.718037039569206,37,20,0.19047619047619047,3.2630952380952385,0.6136832952939898,0.0625,12.357142857142858,0
12682.0,6,14,688.08,162.05,97.63999999999999,1.659668168783286,12.965462807260355,30,13,0.0,3.285625,0.5827516775876395,0.0,12.09375,0
12683.0,5,8,480.62,29.999999999999996,0.0,29.999999999999996,22.324638692566182,23,15,0.0,1.3688,1.0262368396142074,0.1111111111111111,11.28,0
12684.0,70,3,341.7,0.0,0.0,0.0,9.162726425881958,9,7,0.0,1.2772727272727273,2.332356453668653,0.0,13.909090909090908,0
12688.0,13,1,363.9,363.9,0.0,363.9,0.0,16,13,0.0,2.6775,1.0058962078105114,0.0,8.0,1
12689.0,27,1,19.9,19.9,0.0,19.9,0.0,1,1,0.0,9.95,0.11877741199238512,0.0,10.0,0
12690.0,105,1,85.4,0.0,0.0,0.0,0.0,2,2,0.0,7.725,0.47510964796954047,0.0,9.0,1
12693.0,26,2,129.45000000000002,91.80000000000001,0.0,91.80000000000001,96.87362902255701,3,3,0.6666666666666666,6.183333333333334,0.3761284713092195,0.0,14.333333333333334,1
12694.0,82,1,20.16,0.0,0.0,0.0,0.0,2,1,0.0,0.42,1.4253289439086214,0.0,17.0,0
12697.0,31,2,103.19999999999999,0.0,72.6,0.0,21.361959960016154,4,3,0.5,2.0999999999999996,0.8314418839466958,0.0,14.5,0
12700.0,56,2,236.84,0.0,65.7,0.0,15.501152030920613,15,13,0.7333333333333333,1.5146666666666666,0.7443384484856134,0.0,15.2,0
12701.0,142,1,49.5,0.0,0.0,0.0,0.0,3,3,0.0,2.0500000000000003,0.47510964796954047,0.0,13.0,0
12704.0,5,2,39.599999999999994,39.599999999999994,0.0,39.599999999999994,0.0,2,2,0.0,1.65,0.7126644719543107,0.0,9.0,0
